amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-country	ship-promotion-id	promotion-ids	is-business-order	price-designation	is-replacement-order
111-4568735-3554630		2022-05-25T19:37:41+00:00	2022-05-25T20:14:58+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Gorilla Gadgets Military Grade Case Compatible with Google Pixel 3a XL Case 360 Metal Rotating Ring Kickstand Holder Built-in Magnetic Car Mount Armor	CAS-1909-BLU-M	B07V2PL1YZ	Shipped	1	USD	12.99	0.97										false		false
112-0467809-4579417	112-0467809-4579417	2022-05-28T13:28:53+00:00	2022-05-30T20:25:45+00:00	Shipped	Amazon	Amazon.com			Expedited	Gorilla Gadgets Table Top Fire Pit 44 inch Brown Wicker Outdoor Patio Gas Fire Pit Table with 50,000 BTU Heat, Aluminum Tabletop, Glass Wind Guard and	FP-HT-001-FBA	B09P2NFX42	Shipped	1	USD	439.99	33.0										false		false
112-1087437-0197824		2022-05-25T07:18:11+00:00	2022-05-25T15:45:49+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Gorilla Gadgets Kids Desk and Chair Set for Ages 4-12, Height Adjustable Children's Study Table, Student School Desks with Lamp, Pencil Case, and Book	K-DESK-BLU	B08QTWVHPY	Shipped	1	USD	139.99	8.4										false		false
112-1437072-9563428		2022-05-31T14:34:39+00:00	2022-05-31T14:40:45+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Gorilla Gadgets Military Grade Case Compatible with Samsung Galaxy S10 Case 360 Metal Rotating Ring Kickstand Holder Built-in Magnetic Car Mount Armor Heavy Duty Shockproof Cover	CAS-1901-BLK-M	B07RN1DZ24		0													false		false
112-2117758-8340262		2022-05-31T10:24:24+00:00	2022-05-31T16:41:41+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Gorilla Gadgets Kids Desk and Chair Set, Height Adjustable Children's Study Table, for Baby Bedroom,Game Rooms,Party,Home Theatre,Night Light (Pink)	K-DESK-PNK-3	B08QW7YPX4	Shipped	1	USD	169.99	16.57										false		false
112-4251594-4125042		2022-05-31T14:45:20+00:00	2022-05-31T16:52:21+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		SecondDay	Gorilla Gadgets Military Grade Case Compatible with Samsung Galaxy S10 Case 360 Metal Rotating Ring Kickstand Holder Built-in Magnetic Car Mount Armor	CAS-1901-BLK-M	B07RN1DZ24	Shipped	1	USD	14.99	1.09	11.1									false		false
112-4599899-5145065	112-4599899-5145065	2022-05-26T14:33:18+00:00	2022-05-28T17:33:39+00:00	Shipped	Amazon	Amazon.com			Standard	Gorilla Gadgets Table Top Fire Pit 44 inch Brown Wicker Outdoor Patio Gas Fire Pit Table with 50,000 BTU Heat, Aluminum Tabletop, Glass Wind Guard and	FP-HT-001-FBA	B09P2NFX42	Shipped	1	USD	439.99	28.6										false		false
112-6071153-2243445	112-6071153-2243445	2022-05-26T18:04:20+00:00	2022-05-28T18:26:08+00:00	Shipped	Amazon	Amazon.com			Standard	Gorilla Gadgets Table Top Fire Pit 44 inch Brown Wicker Outdoor Patio Gas Fire Pit Table with 50,000 BTU Heat, Aluminum Tabletop, Glass Wind Guard and	FP-HT-001-FBA	B09P2NFX42	Shipped	1	USD	439.99	30.8										false		false
113-1507604-0810632	113-1507604-0810632	2022-05-29T21:08:40+00:00	2022-05-30T11:30:17+00:00	Shipped	Amazon	Amazon.com			SecondDay	Gorilla Gadgets Table Top Fire Pit 44 inch Brown Wicker Outdoor Patio Gas Fire Pit Table with 50,000 BTU Heat, Aluminum Tabletop, Glass Wind Guard and	FP-HT-001-FBA	B09P2NFX42	Shipped	1	USD	439.99	45.32										false		false
113-1878532-2407469	113-1878532-2407469	2022-05-27T23:13:18+00:00	2022-05-31T03:50:54+00:00	Shipped	Amazon	Amazon.com			SecondDay	Gorilla Gadgets Table Top Fire Pit 44 inch Brown Wicker Outdoor Patio Gas Fire Pit Table with 50,000 BTU Heat, Aluminum Tabletop, Glass Wind Guard and	FP-HT-001-FBA	B09P2NFX42	Shipped	1	USD	439.99	26.4										false		false
