amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-country	ship-promotion-id	promotion-ids	is-business-order	price-designation	is-replacement-order
111-0068171-6684200		2022-08-14T01:15:46+00:00	2022-08-15T15:27:02+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Evaporative Air Cooler, 43-inch Oscillating 70° Swamp Cooler for Larger Space.3-Speed Setting 3-Wind Type Remote Control 12 Hour Timer LCD Control Su	Air-cooler-Tower-1	B09884HHXL	Shipped	1	USD	245.99	22.75										false		false
111-0085059-2862670		2022-08-07T23:04:39+00:00	2022-08-08T16:33:00+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Gorillagadgets Large Reading Bed Rest Pillow - Triangular Headboard Wedge Pillow, Backrest Positioning Support, Extra Filling with Washable Velvet Cov	HBPL-KING-DARKGRAY	B0B47LY8J2	Shipped	1	USD	134.95	7.47					20.0			VPC-1-172906982 Coupon	VPC-1-172906982 Coupon	false		false
111-0088793-7916224		2022-08-11T18:31:44+00:00	2022-08-11T20:18:33+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Instant Read Thermometer - Wall Mount or use with Tripod Stand. No Contact Digital Forehead with Fever Detection. Designed for Schools, Healthcare, an	BT-TRIPOD-01	B08HJVD2N8	Shipped	3	USD	419.97	34.65										false		false
111-0215987-9541010		2022-08-07T16:27:47+00:00	2022-08-08T15:17:16+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	USA SELLER - Outdoor AC - Evaporative Air Cooler, Portable Air Conditioner, Filter with Touch Controls, Large Quiet Electric 5300 Cubic Feet per Minut	MB-8K9C-EAXK	B09B7XY64B	Shipped	1	USD	609.98	40.41										false		false
111-0320388-5259403		2022-08-06T18:23:11+00:00	2022-08-08T18:09:15+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Gorillagadgets Large Reading Bed Rest Pillow - Triangular Headboard Wedge Pillow, Backrest Positioning Support, Extra Filling with Washable Velvet Cov	HBPL-TWIN-DARKGRAY	B0B46WJ13G	Shipped	1	USD	89.95	4.63					20.0			VPC-1-172906982 Coupon	VPC-1-172906982 Coupon	false		false
111-0357113-1329845		2022-08-19T14:43:14+00:00	2022-08-19T16:38:45+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Gorillagadgets Large Reading Bed Rest Pillow - Triangular Headboard Wedge Pillow, Backrest Positioning Support, Extra Filling with Machine Washable Ve	HBPL-QUEEN-GREEN	B0B46YCJSK	Shipped	1	USD	116.95						20.0			VPC-1-172906982 Coupon	VPC-1-172906982 Coupon	false		false
111-0468492-7997026		2022-08-30T12:00:02+00:00	2022-08-30T15:32:31+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	AMERICAN SELLER - Industrial Strength Fan Cooler for Commercial, Office, Home - Portable Evaporative Air Cooler, Large Quiet 5,300 CFM. 13.2 Gallon Wa	WG - Big Cooler - #2	B09YBXSJ8T	Shipped	1	USD	689.98	56.92										true	Business Price	false
111-0632417-3897003		2022-08-04T16:08:34+00:00	2022-08-04T16:59:12+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Gorillagadgets Large Reading Bed Rest Pillow - Triangular Headboard Wedge Pillow, Backrest Positioning Support, Extra Filling with Washable Velvet Cov	HBPL-KING-GREEN	B0B46WMD9Z	Shipped	1	USD	134.95	9.2					20.0			VPC-1-172906982 Coupon	VPC-1-172906982 Coupon	false		false
111-0686214-8905025		2022-08-15T12:35:37+00:00	2022-08-15T16:35:48+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Gorilla Gadgets 3in1 10W Qi Wireless Fast Charging Stand Compatible with iPhone 11/11 Pro/11 Pro Max/X/XS/XR/Xs Max, Apple Watch Series 5/4/3/2/1, Air	GM-0001M	B07VC39W5K	Shipped	1	USD	31.99	2.64										false		false
111-0713848-9636204		2022-08-16T03:19:15+00:00	2022-08-17T17:06:59+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Gorilla Gadgets Military Grade Case Compatible with Samsung Galaxy S10 Case 360 Metal Rotating Ring Kickstand Holder Built-in Magnetic Car Mount Armor Heavy Duty Shockproof Cover	CAS-1901-BLK-M	B07RN1DZ24		0													false		false
