amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-country	ship-promotion-id	promotion-ids	is-business-order	price-designation	is-replacement-order
111-0101668-1554658		2022-06-30T18:00:20+00:00	2022-10-09T16:43:15+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel		Standard	AMERICAN SELLER - Industrial Strength Fan Cooler for Commercial, Office, Home - Portable Evaporative Air Cooler, Large Quiet 5,300 CFM. 13.2 Gallon Water Tank and Smooth Caster Wheels with Brakes	WG - Big Cooler - #2	B09YBXSJ8T		0													false		false
111-0173318-8788259		2022-06-02T21:20:47+00:00	2022-06-02T22:30:02+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	800CFM Evaporative Cooler, Air Cooler 4-in-1 Portable Air Cooling, Humidifier and Ionic, with 3 Wind Modes, 3 Speeds, 12H Timer with Remote, Built-in	Air-Cooler-Big-003	B0971RQKFK	Shipped	1	USD	109.99	9.49										false		false
111-0308797-0810617		2022-06-01T04:30:46+00:00	2022-06-01T16:02:24+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	800CFM Evaporative Cooler,Air Cooler 4-in-1 Portable Air Cooling, Humidifier and Ionic, with 3 Wind Modes, 3 Speeds, 12H Timer with Remote, Built-in H	Air-Cooler-Big-005	B097F88L8G	Shipped	1	USD	99.99	6.0										false		false
111-0402878-9029043	111-0402878-9029043	2022-06-29T15:59:02+00:00	2022-07-01T03:51:47+00:00	Shipped	Amazon	Amazon.com			SecondDay	Gorilla Gadgets Table Top Fire Pit 44 inch Brown Wicker Outdoor Patio Gas Fire Pit Table with 50,000 BTU Heat, Aluminum Tabletop, Glass Wind Guard and	FP-HT-001-FBA	B09P2NFX42	Shipped	1	USD	398.95	23.94										false		false
111-0406934-0472262		2022-06-24T05:25:37+00:00	2022-06-24T15:46:31+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Evaporative Air Cooler, 43-inch Oscillating 70° Swamp Cooler for Larger Space.3-Speed Setting 3-Wind Type Remote Control 12 Hour Timer LCD Control Su	Air-cooler-Tower-1	B09884HHXL	Shipped	1	USD	245.99	22.78					12.3			VPC-1-170097276 Coupon	VPC-1-170097276 Coupon	false		false
111-0482376-0875435		2022-06-12T22:56:52+00:00	2022-06-13T16:38:41+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Gorilla Gadgets Military Grade Case Compatible with Samsung Galaxy S10 Case 360 Metal Rotating Ring Kickstand Holder Built-in Magnetic Car Mount Armor	CAS-1901-RED-M	B07RMZRK82	Shipped	1	USD	14.99	1.24										false		false
111-0557108-5275445		2022-06-23T04:48:25+00:00	2022-06-23T14:59:56+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Evaporative Air Cooler, 43-inch Oscillating 70° Swamp Cooler for Larger Space.3-Speed Setting 3-Wind Type Remote Control 12 Hour Timer LCD Control Su	Air-cooler-Tower-1	B09884HHXL	Shipped	1	USD	245.99	18.7					12.3			VPC-1-170097276 Coupon	VPC-1-170097276 Coupon	false		false
111-0746995-8161867		2022-06-07T04:06:22+00:00	2022-06-07T15:52:33+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Wall-Mounted Body Thermometer with Bluetooth and Tripod Holder, Non-Contact Digital Forehead Fever Detection with Alarm for Schools, Offices, Shops (R	BT-TRIPOD-01	B08HJVD2N8	Shipped	1	USD	139.99	10.85										false		false
111-0798178-8103456		2022-06-27T21:11:55+00:00	2022-06-27T22:21:29+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Portable Air Conditioner Tower, 43-inch Oscillating Fan 70° Swamp Evaporative Air Cooler & Humidifier with 3-Wind Type 12 Hour Timer With 3.32 Gal Wa	Air-Towner_0001	B09BDL2NWV	Shipped	1	USD	249.99	18.81										false		false
111-0942594-5758612		2022-06-24T18:49:55+00:00	2022-06-24T22:18:11+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel		Standard	USA SELLER - Outdoor AC - Evaporative Air Cooler, Portable Air Conditioner, Filter with Touch Controls, Large Quiet Electric 5300 Cubic Feet per Minute. 13.2 Gallon Water Tank and 360° Caster Wheels. Cools 1850.00 Square Feet for Commercial Office Home	MB-8K9C-EAXK	B09B7XY64B		0	USD	594.98	52.06										false		false
